20190504,浦东,世博,昌里众盛苑 2室2厅 330万,330万,昌里众盛苑  | 2室2厅 | 66.08平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-40413779-14f5-411e-8300-b5a30e142527.jpg.296x216.jpg
20190504,浦东,世博,上南一村 1室0厅 208万,208万,上南一村  | 1室0厅 | 30.41平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload3689dc6f-af3b-4f47-bfb6-3a7b9c198cf0.JPG.296x216.jpg
20190504,浦东,世博,电梯顶楼带阁楼，全明户型，房东自住，诚意出售！,1030万,上南花城  | 3室2厅 | 134.86平米 | 南 北 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/23b13811-81f4-411f-9831-867e7fea943c.png.280x210.jpg
20190504,浦东,世博,上南八村 2室1厅 250万,250万,上南八村  | 2室1厅 | 46.1平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/f4661272-b5bf-4481-92ef-1bece8456305.png.280x210.jpg
20190504,浦东,世博,齐七小区 楼层好采光好 97年房龄 靠67号地铁！,370万,齐七小区  | 2室1厅 | 59.69平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/f026049e-f403-48d7-91b1-9e6c8491c64d.jpg.296x216.jpg
20190504,浦东,世博,博文家园 4室2厅 830万,830万,博文家园  | 4室2厅 | 138.36平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/bdf30a90-6912-4eb7-bd05-02223a9e6e80.jpg.296x216.jpg
20190504,浦东,世博,东盛公寓 3室2厅 618万,618万,东盛公寓  | 3室2厅 | 119.65平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/4a92374f-f483-472a-a918-701d5ebfe19d.jpg.296x216.jpg
20190504,浦东,世博,单价低，楼层好，配套成熟，近地铁7/8号耀华路地铁,290万,上钢二村  | 1室1厅 | 54.63平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/8f0113c8-e4a2-453b-ad16-b5fd7623a4d8.png.280x210.jpg
20190504,浦东,世博,上南七村 1室1厅 208万,208万,上南七村  | 1室1厅 | 37.17平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,轻工六里小区 3室2厅 570万,570万,轻工六里小区  | 3室2厅 | 117.43平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/0d0eb177-44be-4514-8d17-a24834545cf9.jpg.296x216.jpg
20190504,浦东,世博,东明苑 2室1厅 320万,320万,东明苑  | 2室1厅 | 56.95平米 | 暂无数据 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/8191943f-6b9d-44ed-bd7f-9557fdabe466.png.280x210.jpg
20190504,浦东,世博,上南二村 1室1厅 205万,205万,上南二村  | 1室1厅 | 35.43平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/1abe0c2f-7bf0-43e5-a370-378bceb22ad3.png.280x210.jpg
20190504,浦东,世博,东丽苑 5室4厅 1100万,1100万,东丽苑  | 5室4厅 | 218.28平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/b81b0413-fe5c-4e61-adaf-def8113cb741.jpg.296x216.jpg
20190504,浦东,世博,恒大小区 近地铁 顶楼复式 中等装修,560万,恒大小区  | 3室2厅 | 102.13平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170603/47c1ab95-d9ba-4ca1-a8cf-05f1bfa40f9a.jpg.296x216.jpg
20190504,浦东,世博,红莲小区 2室1厅 310万,310万,红莲小区  | 2室1厅 | 66.37平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/fb0c535a-ef7a-4c8b-b202-b359ae6b7ffb.png.280x210.jpg
20190504,浦东,世博,标准三房 看房子一般都比较方便 业主诚意出售,390万,云台一小区  | 3室1厅 | 72.27平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/2ab5d52c-e988-4fe4-b72f-f60749f1580c.png.280x210.jpg
20190504,浦东,世博,上南十一村 2室1厅 305万新上,305万,上南十一村  | 2室1厅 | 56.46平米 | 东南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/8b93bf22-a932-4c8c-aedc-f85c7708d3a4.png.280x210.jpg
20190504,浦东,世博,济阳三村 2室1厅 254万,254万,济阳三村  | 2室1厅 | 48.58平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/477e44b1-e010-408a-aea6-f98e1e9959c7.png.280x210.jpg
20190504,浦东,世博,新世纪花苑三期，楼层好，采光好，视野开阔，诚意出售,560万,新世纪花苑(三期)(浦东)  | 2室2厅 | 88.9平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,中装一房一厅  8/13号线近地铁 看房随时提前约,180万,德州二村  | 1室1厅 | 37.19平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_upload127a84ed-aca5-4c70-af3b-0ca4cdce6c4e.JPG.296x216.jpg
20190504,浦东,世博,昌五小区 1室1厅 200万,200万,昌五小区  | 1室1厅 | 37.22平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/f246bd82-e262-46bb-a9dd-5dd0bd92c9c5.jpg.296x216.jpg
20190504,浦东,世博,昌五小区 1室1厅 220万,220万,昌五小区  | 1室1厅 | 42.22平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/51d03afd-c8ce-40a4-98e0-f59672e64ed4.jpg.296x216.jpg
20190504,浦东,世博,博文园 5室3厅 880万,880万,博文园  | 5室3厅 | 151平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170527/9b2fe612-cd06-41e4-a3f3-77ba7c95b53f.jpg.296x216.jpg
20190504,浦东,世博,上南九村 1室1厅 258万,258万,上南九村  | 1室1厅 | 54.94平米 | 东 | 毛坯 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20151117/9bbe9932-40f3-4de5-ab55-bb382d40f275.jpg.296x216.jpg
20190504,浦东,世博,上钢二村 1室1厅 170万,170万,上钢二村  | 1室1厅 | 33.22平米 | 南 | 简装 | 有电梯,
20190504,浦东,世博,德州六村 2室1厅 265万,265万,德州六村  | 2室1厅 | 54.69平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/ad7d79dc-dd79-479b-8d8f-833c757f165a.png.280x210.jpg
20190504,浦东,世博,德州六村 2室1厅 325万,325万,德州六村  | 2室1厅 | 61.5平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,售后公房满五唯一无增值税和个税、7号线云台路地铁口,435万,上南大厦  | 2室1厅 | 80.84平米 | 西南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/afd90965-ab6d-4a51-9162-55b67d7bd650.png.280x210.jpg
20190504,浦东,世博,上钢一村 1室1厅 308万,308万,上钢一村  | 1室1厅 | 44.34平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/ebf031a3-fa56-43ee-9d38-5ecafa25f1b8.jpg.296x216.jpg
20190504,浦东,世博,昌四小区 1室1厅 200万,200万,昌四小区  | 1室1厅 | 36.47平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/de469d45-bec1-4a34-b489-040733c4f295.jpg.296x216.jpg
20190504,浦东,世博,上钢八村，双南两房，前后无遮挡，地铁7号线长清路站,335万,上钢八九村  | 2室1厅 | 59.43平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/813f10df-1505-42d9-aea7-f4a7cc5f5cb5.png.280x210.jpg
20190504,浦东,世博,雪野-精装小户型 拎包入住 视野开阔 采光充足 通风,245万,雪野二村  | 1室1厅 | 36.79平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20171105/b803700e-841e-4144-8ac4-f7ade7e8a030.jpg.280x210.jpg
20190504,浦东,世博,成山路8/13号线全明户型通透明亮两房一厅精装修,265万,上南八村  | 2室1厅 | 52平米 | 东南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/c1035566-09a7-4981-86f7-6ee1c7cc9c87.png.280x210.jpg
20190504,浦东,世博,红莲小区 2室1厅 400万,400万,红莲小区  | 2室1厅 | 67平米 | 东南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/ac55cf9f-e347-4743-ad87-57e95c8ff90a.png.280x210.jpg
20190504,浦东,世博,齐二小区 2室1厅 445万新上,445万,齐二小区  | 2室1厅 | 76.37平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/94b7e28e-6616-4aad-9353-22fb91efb67a.png.280x210.jpg
20190504,浦东,世博,小区环境清爽 近7/8/13号 中国馆  前滩,800万,上南花苑(二期)  | 3室2厅 | 145.89平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,德州五村 2室1厅 325万,325万,德州五村  | 2室1厅 | 60.71平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/286a4953-6f65-4299-a422-8405e8fce70f.png.280x210.jpg
20190504,浦东,世博,上南十村 难得小户型 低总价 看中还可以沟通,190万,上南十村  | 1室1厅 | 35.89平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,上钢一村 2室0厅 255万,255万,上钢一村  | 2室0厅 | 45.58平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/a86a379e-f27c-44c5-acab-d320de271fad.png.280x210.jpg
20190504,浦东,世博,昌五小区 1室1厅 215万,215万,昌五小区  | 1室1厅 | 37.29平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/prod-63e31527-28f9-4eee-83e0-16b6324996c0.png.280x210.jpg
20190504,浦东,世博,上南六村 2室1厅 287万,287万,上南六村  | 2室1厅 | 46.38平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,上钢板块，楼层好，配套成熟，地铁7/8耀华路站,295万,上钢三村  | 2室0厅 | 51.05平米 | 暂无数据 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/ce5a3bde-bcc1-4ad3-8499-deeac357785d.png.280x210.jpg
20190504,浦东,世博,德州二村 近地铁8/13号线成山站 出行便利 上钢菜市场,200万,德州二村  | 1室1厅 | 36.31平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/a5de4753-29b4-4a64-96a0-3443463ed563.JPG.296x216.jpg
20190504,浦东,世博,历城路13-49号(单) 2室1厅 260万,260万,历城路13-49号(单)  | 2室1厅 | 49.31平米 | 暂无数据 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/00b53073-0824-4ae5-966c-1ab302915ef6.png.280x210.jpg
20190504,浦东,世博,济阳一村 2室1厅 330万,330万,济阳一村  | 2室1厅 | 54.93平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/51122943-261e-4877-a240-20be3fe90944.jpg.296x216.jpg
20190504,浦东,世博,上钢十村 1室1厅 190万新上,190万,上钢十村  | 1室1厅 | 36.24平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/5b3f4441-90fe-41f7-9b91-009c891b22b8.png.280x210.jpg
20190504,浦东,世博,世博精装小一房 房东诚心卖 总价低 符合刚需过度自住新上,175万,上南三村  | 1室1厅 | 30.1平米 | 南 | 精装 | 无电梯,
20190504,浦东,世博,济阳三村 1室0厅 172万新上,172万,济阳三村  | 1室0厅 | 29.27平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,德州七村 1室1厅 218万新上,218万,德州七村  | 1室1厅 | 43.69平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/f0fb9c1c-6f40-48d7-b39e-5e04303476f5.png.280x210.jpg
20190504,浦东,世博,上钢六村 1室1厅 170万新上,170万,上钢六村  | 1室1厅 | 31.77平米 | 南 | 其他 | 无电梯,
20190504,浦东,世博,上南九村 1室1厅 243万新上,243万,上南九村  | 1室1厅 | 41.99平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/5fe3da6e-fce0-437b-98d1-1a3f7c5a9a50.png.280x210.jpg
20190504,浦东,世博,耀华地铁 坐北朝南 适合过渡 闹中取静,270万,上南一村  | 2室1厅 | 50.86平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/fe17f4e2-a996-4338-8b41-03ddc26885ea.png.280x210.jpg
20190504,浦东,世博,德州二村 1室1厅 200万,200万,德州二村  | 1室1厅 | 34.98平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/82dba893-adf7-44d7-90ed-9b8291840fbd.png.280x210.jpg
20190504,浦东,世博,东明家园 3室2厅 1200万,1200万,东明家园  | 3室2厅 | 155平米 | 南 北 | 精装 | 有电梯,
20190504,浦东,世博,德州七村 2室0厅 245万,245万,德州七村  | 2室0厅 | 49.61平米 | 南 北 | 简装 | 无电梯,
20190504,浦东,世博,上南九村 1室1厅 260万,260万,上南九村  | 1室1厅 | 48平米 | 东 | 其他 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/95c25c08-295b-41be-9a16-e486a32cf2ac.png.280x210.jpg
20190504,浦东,世博,世博精装修一室一厅，近地铁7/8/13号线，业主诚意卖,215万,济阳三村  | 1室1厅 | 45.59平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161116/e59ce578-fa43-467d-96d2-aa92a7f83e1c.jpg.296x216.jpg
20190504,浦东,世博,昌四小区 2室1厅 310万,310万,昌四小区  | 2室1厅 | 65.62平米 | 南 | 精装 | 无电梯,
20190504,浦东,世博,德州五村 1室1厅 265万,265万,德州五村  | 1室1厅 | 54.86平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,上钢四村 2室1厅 280万,280万,上钢四村  | 2室1厅 | 46.61平米 | 暂无数据 | 简装 | 无电梯,
20190504,浦东,世博,上南十村 2室1厅 270万,270万,上南十村  | 2室1厅 | 48.89平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/da2f2b99-8d5a-4940-a4c2-67124f645cd8.png.280x210.jpg
20190504,浦东,世博,上钢八九村 3室1厅 350万,350万,上钢八九村  | 3室1厅 | 62平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20171010/36cfd257-e001-48d8-8052-d11b8c8eae2c.jpg.280x210.jpg
20190504,浦东,世博,上南六村南北全明两房，房东诚心卖，高层位置好,258万,上南六村  | 2室1厅 | 45.86平米 | 南 北 | 简装 | 无电梯,
20190504,浦东,世博,近6/7轨道交通 2002年商品房 一梯两户  小区环境好,630万,东丽苑  | 2室2厅 | 106.49平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,齐河花苑 2室1厅 385万,385万,齐河花苑  | 2室1厅 | 68.52平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/5c9a32c9-9643-4bbd-babe-89f6baaaf947.png.280x210.jpg
20190504,浦东,世博,逸翠公馆 2室2厅 630万,630万,逸翠公馆  | 2室2厅 | 93平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/e6ec7c4e-9dd9-4dcc-bd54-80ebe3c66add.png.280x210.jpg
20190504,浦东,世博,上南四村 2室0厅 278万,278万,上南四村  | 2室0厅 | 49平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,上钢十村 2室1厅 280万,280万,上钢十村  | 2室1厅 | 50.87平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/569423f1-a3df-4dfd-8ac3-da0f5a3bc3fe.png.280x210.jpg
20190504,浦东,世博,上南三村 2室1厅 330万,330万,上南三村  | 2室1厅 | 53.63平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/7513743e-b28d-4fa8-98a1-6421a3835326.png.280x210.jpg
20190504,浦东,世博,上南四村 1室1厅 198万,198万,上南四村  | 1室1厅 | 34.17平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,云台苑南北户型，房屋有改动，诚意出售,316万,云台苑  | 2室1厅 | 56.85平米 | 南 | 精装 | 有电梯,
20190504,浦东,世博,德州二村 2室0厅 290万,290万,德州二村  | 2室0厅 | 53.71平米 | 南 | 精装 | 无电梯,
20190504,浦东,世博,上钢三村 2室1厅 250万,250万,上钢三村  | 2室1厅 | 51.8平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,上南五村 1室0厅 186万,186万,上南五村  | 1室0厅 | 29.5平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/c751ecf7-1804-43f5-8566-98ad9fc11e35.png.280x210.jpg
20190504,浦东,世博,云台苑精装修两房，户型有改动，诚意出售,335万,云台苑  | 2室1厅 | 60.45平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/e80809ee-d2fd-46b9-bd8f-35d5d87aa85e.png.280x210.jpg
20190504,浦东,世博,洪山花苑 新出好房 房东诚心出售 看房提前联系,650万,洪山花苑  | 2室2厅 | 103.12平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,上钢二村 1室1厅 210万,210万,上钢二村  | 1室1厅 | 38.44平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/4c5ac9ea-cd35-41ac-bb79-34f62c2a519e.png.280x210.jpg
20190504,浦东,世博,配套齐全 采光充足 出门地铁站,225万,新世纪花苑(一期)(浦东)  | 1室1厅 | 50.93平米 | 南 | 简装 | 有电梯,
20190504,浦东,世博,济阳一村 1室1厅 230万,230万,济阳一村  | 1室1厅 | 43.88平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,昌四小区 1室1厅 216万,216万,昌四小区  | 1室1厅 | 45.27平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/6193ca7a-594d-47e5-9e4b-43dc5a1e7a0f.png.280x210.jpg
20190504,浦东,世博,耀华路210-222号(双) 3室0厅 380万,380万,耀华路210-222号(双)  | 3室0厅 | 69平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,德州一村 2室0厅 258万,258万,德州一村  | 2室0厅 | 49.13平米 | 东南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/e1e94f49-f8e4-4a8b-8063-d57220df5985.png.280x210.jpg
20190504,浦东,世博,新世纪花苑(二期)(浦东) 1室1厅 255万,255万,新世纪花苑(二期)(浦东)  | 1室1厅 | 50.93平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/a04fd91a-78ff-4ad0-bdb4-0df9c80de589.png.280x210.jpg
20190504,浦东,世博,接受置换，产权清晰，楼层好户型正，满五税少，急售,608万,恒大星级公寓  | 2室2厅 | 99.06平米 | 南 北 | 简装 | 无电梯,
20190504,浦东,世博,德州一村 1室0厅 204万,204万,德州一村  | 1室0厅 | 37.47平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,精装修步行地铁，满五唯一，诚意出售,410万,云台苑  | 2室1厅 | 70.01平米 | 东北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/0a6efe32-5e84-440f-809d-df25a29e6e89.png.280x210.jpg
20190504,浦东,世博,济阳一村一房一厅低楼层厨卫朝东,215万,济阳一村  | 1室1厅 | 41.19平米 | 南 | 简装 | 无电梯,
20190504,浦东,世博,新世纪花苑(一期)(浦东) 2室1厅 415万,415万,新世纪花苑(一期)(浦东)  | 2室1厅 | 67.68平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/455f4eda-b91c-4d5c-82b1-b80427ea4712.png.280x210.jpg
20190504,浦东,世博,东明家园 2室2厅 780万,780万,东明家园  | 2室2厅 | 112.35平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/3a221928-311e-4821-ad3a-f53d6140d733.png.280x210.jpg
20190504,浦东,世博,东明家园 2室1厅 800万,800万,东明家园  | 2室1厅 | 112.35平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/3a221928-311e-4821-ad3a-f53d6140d733.png.280x210.jpg
20190504,浦东,世博,昌里花园(二期) 1室1厅 318万,318万,昌里花园(二期)  | 1室1厅 | 42.54平米 | 南 | 简装 | 有电梯,
20190504,浦东,世博,上南花苑(二期) 3室2厅 810万,810万,上南花苑(二期)  | 3室2厅 | 124.14平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/ce09acc0-5947-40e4-9915-2c09b6d46d04.png.280x210.jpg
20190504,浦东,世博,上钢一村 1室0厅 185万,185万,上钢一村  | 1室0厅 | 28.56平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/6193001d-ffa8-4bc4-828c-5cc3cf5c017b.png.280x210.jpg
20190504,浦东,世博,昌五小区 1室1厅 210万,210万,昌五小区  | 1室1厅 | 41.97平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/65abf2fe-1adc-4e7f-af05-e01c4088e799.png.280x210.jpg
20190504,浦东,世博,上南七村 1室0厅 240万,240万,上南七村  | 1室0厅 | 37平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/f6235677-54ea-419a-ba79-6863e450b157.png.280x210.jpg
20190504,浦东,世博,博文家园 4室3厅 1140万,1140万,博文家园  | 4室3厅 | 184.63平米 | 南 | 其他 | 无电梯,
20190504,浦东,世博,上钢一村 1室1厅 160万,160万,上钢一村  | 1室1厅 | 35.96平米 | 南 北 | 其他 | 无电梯,
20190504,浦东,世博,浦三路724弄小区 1室1厅 210万,210万,浦三路724弄小区  | 1室1厅 | 43平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/4813e0f8-e035-4d71-8fb0-91c310c4e36e.png.280x210.jpg
20190504,浦东,世博,昌七小区 2室1厅 300万,300万,昌七小区  | 2室1厅 | 58.94平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/f25bc381-88da-4b0f-907a-0da5457c996a.png.280x210.jpg
20190504,浦东,世博,上钢一村 1室1厅 190万,190万,上钢一村  | 1室1厅 | 43.03平米 | 南 | 其他 | 无电梯,
