20190504,浦东,川沙,两房朝南 厅采光明亮 中等装修  位置好 楼层佳,215万,南桥小区  | 2室1厅 | 64.4平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-ecf3016d-2510-4b6d-9cbf-627bd8ea087b.jpg.296x216.jpg
20190504,浦东,川沙,华夏金桂苑(别墅) 5室3厅 1160万,1160万,华夏金桂苑(别墅)   | 联排别墅 | 5室3厅 | 199.98平米 | 南 | 精装 | 无电梯,
20190504,浦东,川沙,此房是满五年，2层采光好，前面无遮挡，适合自住,385万,东方城市绿洲  | 2室2厅 | 88.14平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/8912e861-54d2-4496-9c2a-2055c7a7fb6b.png.280x210.jpg
20190504,浦东,川沙,楼层好视野开阔精装修拎包入住小区绿化环境好户型方正,540万,银光苑  | 3室2厅 | 116.68平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170817/bb799c42-891a-4f7c-8ebf-d5d675adb8f9.jpg.296x216.jpg
20190504,浦东,川沙,思凡花苑六街坊 3室1厅 270万,270万,思凡花苑六街坊  | 3室1厅 | 98.64平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170420/b2e65023-2acb-4a62-90f3-275d03f30a83.jpg.296x216.jpg
20190504,浦东,川沙,看房方便，诚意出售，朝南采光好，楼层好，视野开阔,225万,妙栏路200弄  | 1室1厅 | 52.54平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/22dc46b3-4403-416e-bea6-827ff5e59503.jpg.296x216.jpg
20190504,浦东,川沙,妙龙小区 2室1厅 350万,350万,妙龙小区  | 2室1厅 | 73.3平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170209/fa37c963-cc94-4eb8-8a59-f0f6578ce137.jpg.296x216.jpg
20190504,浦东,川沙,东郊半岛 4室2厅 1000万,1000万,东郊半岛  | 4室2厅 | 243.17平米 | 南 北 | 毛坯 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20161114/bf144404-f139-4dd9-aaff-69b0fed27731.jpg.296x216.jpg
20190504,浦东,川沙,产权清晰,配套成熟业主置换其它房子,诚心出售,200万,施宏小区  | 2室1厅 | 71.62平米 | 南 | 简装,https://image1.ljcdn.com/shfdfs-image/20170616/9f445f95-c581-4878-b464-d47980e4f588.jpg.296x216.jpg
20190504,浦东,川沙,运通路728弄 3室1厅 300万,300万,运通路728弄  | 3室1厅 | 83.89平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160629/341eb00a-50b2-4299-a296-59e6f4243fb4.jpg.296x216.jpg
20190504,浦东,川沙,见龙苑 3室2厅 560万,560万,见龙苑  | 3室2厅 | 155.43平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/bb973485-51c2-42a4-b4cc-8d378740777b.png.280x210.jpg
20190504,浦东,川沙,南北户型两房 附带28平院子 使用面积大 临公园环境好,280万,银凤小区  | 2室1厅 | 71.82平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/3f03d3c2-1c3b-4648-823c-1221b6acd367.jpg.296x216.jpg
20190504,浦东,川沙,海霞新苑 3室2厅 312万,312万,海霞新苑  | 3室2厅 | 112平米 | 南 | 毛坯 | 无电梯,
20190504,浦东,川沙,沙田公寓 小区临河位置 业主自住装修 诚心出售可谈新上,250万,沙田公寓  | 2室1厅 | 70.64平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/4200a554-808d-46b5-949e-53e99ee09610.png.280x210.jpg
20190504,浦东,川沙,中间楼层，一梯两户，户型好，精装修新上,245万,园西二居  | 2室1厅 | 54.5平米 | 南 | 精装 | 无电梯,
20190504,浦东,川沙,新川苑 2室1厅 315万,315万,新川苑  | 2室1厅 | 83.28平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/2ec44bb0-1218-4a75-a353-c00014bb6f5a.jpg.296x216.jpg
20190504,浦东,川沙,思凡花苑一街坊 2室1厅 280万,280万,思凡花苑一街坊  | 2室1厅 | 99.52平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/840e2185-c7b9-404c-bfd6-95904de5169d.jpg.296x216.jpg
20190504,浦东,川沙,施湾两房，4楼，精装修，07年小区,215万,金湾佳园  | 2室1厅 | 75.12平米 | 南 | 精装 | 无电梯,
20190504,浦东,川沙,万馨佳苑 房龄新 环境好 交通便利 业主诚心出售可谈新上,250万,万馨佳园  | 1室1厅 | 54.79平米 | 南 | 简装 | 无电梯,
20190504,浦东,川沙,银华苑(浦东) 3室1厅 350万新上,350万,银华苑(浦东)  | 3室1厅 | 94.59平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/7caedc18-6603-4f3e-8da6-b336e6b335b1.png.280x210.jpg
20190504,浦东,川沙,金厦苑3房出售540万随时可以看房,530万,金厦苑  | 3室2厅 | 129.21平米 | 暂无数据 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160515/a6e57b8d-e4b4-4683-aec7-ef4cfc88ad47.jpg.296x216.jpg
20190504,浦东,川沙,和憬家园，09年商品房，满五年，户型方正，环境优美,378万,和憬家园  | 2室2厅 | 87.76平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20160118/9a2aa36d-e9ce-49cb-97a8-882c253845b4.jpg.296x216.jpg
20190504,浦东,川沙,心圆西苑 3室2厅 450万,450万,心圆西苑  | 3室2厅 | 100.57平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/42434f8d-5440-46b2-b5a1-767a3bebe91b.png.280x210.jpg
20190504,浦东,川沙,位置好，楼层好一手动迁，满五年诚意卖可谈以大3房,528万,顺馨佳园  | 3室2厅 | 121.29平米 | 南 | 毛坯 | 无电梯,
20190504,浦东,川沙,月亮湾园 3室2厅 495万,495万,月亮湾园  | 3室2厅 | 130.29平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/b57eafd6-bfb7-4324-ba68-83ac25b1b76e.png.280x210.jpg
20190504,浦东,川沙,象屿鼎城上叠，带电梯，产权车位，自住装修，看房方便,1050万,象屿鼎城(别墅)  | 4室2厅 | 220.9平米 | 南 | 精装 | 无电梯,
20190504,浦东,川沙,经典小户型+满5唯一，没有个税+自带3平米小储藏室。新上,99万,新建路40弄  | 1室1厅 | 29.58平米 | 南 | 精装 | 无电梯,
20190504,浦东,川沙,鼎鑫名流世家 6室4厅 570万新上,570万,鼎鑫名流世家  | 6室4厅 | 255.97平米 | 南 北 | 精装 | 有电梯,
20190504,浦东,川沙,园西二居 2室1厅 280万,280万,园西二居  | 2室1厅 | 61平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/d06b667c-58b6-419a-b30c-c1fe7a0fa4a2.jpg.296x216.jpg
20190504,浦东,川沙,舒馨北苑 1室1厅 240万,240万,舒馨北苑  | 1室1厅 | 56.17平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/7a93ee49-036c-4dde-9a3c-b04d4f878af1.png.280x210.jpg
20190504,浦东,川沙,心园东苑精装修三房，一手动迁无增值税，采光好,430万,心圆东苑  | 3室2厅 | 98.89平米 | 南 | 精装 | 有电梯,
20190504,浦东,川沙,界龙花苑精装两房，全明户型，双房朝南，拎包入住新上,310万,界龙花苑  | 2室1厅 | 81.13平米 | 南 | 精装 | 无电梯,
20190504,浦东,川沙,新建路82弄(浦东) 2室1厅 205万新上,205万,新建路82弄(浦东)  | 2室1厅 | 86.81平米 | 南 | 精装 | 无电梯,
20190504,浦东,川沙,天和湖滨家园(公寓) 2室2厅 260万新上,260万,天和湖滨家园(公寓)  | 2室2厅 | 85.88平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/a5277e15-d2ab-49b6-9b23-3e86fd6f4c89.png.280x210.jpg
20190504,浦东,川沙,绿地云悦坊 2房间1卫 200万新上,200万,绿地云悦坊  | 1室1厅 | 60平米 | 北 | 其他,
20190504,浦东,川沙,新德路365弄小区 2室1厅 210万新上,210万,新德路365弄小区  | 2室1厅 | 56.97平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/cd971e7e-cc71-445e-be9a-1346770a81f1.png.280x210.jpg
20190504,浦东,川沙,绿都绣云里 2房间1卫 145万新上,145万,绿都绣云里  | 1室1厅 | 34.2平米 | 南 | 其他,
20190504,浦东,川沙,川沙路5046弄 2室1厅 200万新上,200万,川沙路5046弄  | 2室1厅 | 51.82平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/ba989cf2-df7c-4aeb-957f-774c202ed548.png.280x210.jpg
20190504,浦东,川沙,南桥路51弄 3室2厅 360万新上,360万,南桥路51弄  | 3室2厅 | 121.4平米 | 南 | 精装 | 无电梯,
20190504,浦东,川沙,天和湖滨家园(公寓) 2室1厅 245万新上,245万,天和湖滨家园(公寓)  | 2室1厅 | 73.3平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/04831abe-35fd-4a16-86ca-9a7fc77a5f1a.png.280x210.jpg
20190504,浦东,川沙,临丰小区 2室1厅 238万新上,238万,临丰小区  | 2室1厅 | 66.66平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/56f3d877-dc30-4dce-bff0-33f83e98c8ca.png.280x210.jpg
20190504,浦东,川沙,新德佳苑07年竣工，南北通，可拎包入住，满五唯一。,322万,新德佳苑  | 2室2厅 | 73.48平米 | 南 | 简装 | 无电梯,
20190504,浦东,川沙,2012年次新电梯房+楼层好+一手动迁+税费少+诚心出售,340万,心圆西苑  | 2室2厅 | 78.57平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/ebf7b62c-aae4-40be-a66f-2487408d98c4.png.280x210.jpg
20190504,浦东,川沙,心圆东苑，一手动迁税费少，总价便宜，房东诚心卖,380万,心圆东苑  | 3室2厅 | 98.85平米 | 南 | 简装 | 有电梯,
20190504,浦东,川沙,复式电梯房 近地铁站 精装修 有车库,360万,玉兰苑(川沙)  | 3室2厅 | 107平米 | 南 | 精装 | 无电梯,
20190504,浦东,川沙,曙光南桥小区 2室2厅 260万,260万,曙光南桥小区  | 2室2厅 | 68.81平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/f4562a44-d5a0-4597-b396-b26ca09ad626.png.280x210.jpg
20190504,浦东,川沙,界龙花苑地铁百联生活圈，设施配套齐，业主诚意出售,325万,界龙花苑  | 2室1厅 | 80.94平米 | 南 | 简装 | 无电梯,
20190504,浦东,川沙,地铁一房，麻雀虽小五脏俱全，全明户型，房型正气，,175万,园西小区  | 1室2厅 | 41.89平米 | 南 | 简装 | 无电梯,
20190504,浦东,川沙,2013年新房，小区花园位置，中间楼层户型正气采光好,250万,东锦苑  | 1室1厅 | 54.32平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/337f632c-d37a-4499-8a33-b6e8dc796225.png.280x210.jpg
20190504,浦东,川沙,总价低的一套商铺  09年一首买进,200万,新德路274弄  | 4室0厅 | 138.55平米 | 东 | 毛坯,
20190504,浦东,川沙,顺馨佳园 2室2厅 420万,420万,顺馨佳园  | 2室2厅 | 86.71平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/483fb983-01c0-4592-b179-2ff624260665.png.280x210.jpg
20190504,浦东,川沙,鸿基公寓  户型方正 诚意出售 配套丰富,630万,鸿基公寓  | 6室3厅 | 205.13平米 | 南 北 | 精装 | 无电梯,
20190504,浦东,川沙,总价低，六楼带阁楼，客厅宽敞通风效果好，采光充足,250万,鑫唐绿波庭  | 3室1厅 | 107.11平米 | 南 | 精装 | 无电梯,
20190504,浦东,川沙,思凡花苑 一手动迁 南北格局，视野开阔，总价低,175万,思凡花苑二街坊  | 2室1厅 | 73.42平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/2f279b0f-ed1c-40e3-b5a1-e203b9de2ba6.png.280x210.jpg
20190504,浦东,川沙,万家新天地商都 2房间0卫 238万,238万,万家新天地商都  | 2室0厅 | 80.5平米 | 暂无数据 | 毛坯 | 无电梯,
20190504,浦东,川沙,鑫龙佳苑 3室2厅 500万,500万,鑫龙佳苑  | 3室2厅 | 153.44平米 | 南 | 简装 | 无电梯,
20190504,浦东,川沙,鸿基公寓   低楼层   小三房,345万,鸿基公寓  | 3室1厅 | 88.69平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/f7c0fd55-6910-421b-ac17-f409e0b1af1d.png.280x210.jpg
20190504,浦东,川沙,天和湖滨家园(公寓) 2室2厅 360万,360万,天和湖滨家园(公寓)  | 2室2厅 | 94.35平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/4669d4ed-fe6f-4243-8791-1b68fc5150f3.png.280x210.jpg
20190504,浦东,川沙,施新路773弄 2室2厅 220万,220万,施新路773弄  | 2室2厅 | 87.4平米 | 南 | 其他,
20190504,浦东,川沙,凌港城 2室2厅 245万,245万,凌港城  | 2室2厅 | 76平米 | 南 北 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/edd25071-02b4-4e5c-bc69-78860982e41c.png.280x210.jpg
20190504,浦东,川沙,2011年商品房+大三房低总价+南北通风房型正,360万,龙馨公寓  | 3室2厅 | 124.69平米 | 南 | 其他 | 有电梯,
20190504,浦东,川沙,天和湖滨家园(公寓) 1室1厅 235万,235万,天和湖滨家园(公寓)  | 1室1厅 | 66.59平米 | 南 | 精装 | 有电梯,
20190504,浦东,川沙,舜川公寓 2室2厅 320万,320万,舜川公寓  | 2室2厅 | 79.45平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20161230/f3c92919-11c0-4835-8ebe-8e8f84944045.jpg.280x210.jpg
20190504,浦东,川沙,心圆东苑 2室1厅 340万,340万,心圆东苑  | 2室1厅 | 78.73平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/6e85daf3-6da3-4473-97af-019aa3952ab0.png.280x210.jpg
20190504,浦东,川沙,总价低，楼层好采光充足，房东诚意出售,150万,西泥路小区  | 1室1厅 | 41.38平米 | 南 | 简装 | 无电梯,
20190504,浦东,川沙,玉兰苑(川沙) 3室2厅 510万,510万,玉兰苑(川沙)  | 3室2厅 | 171平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/0e660757-585f-439b-a607-af704b06948c.png.280x210.jpg
20190504,浦东,川沙,川南奉公路3424弄 4室2厅 320万,320万,川南奉公路3424弄  | 4室2厅 | 111.27平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/8a9d6aff-3be2-48e4-bdb7-d06a6d76ca14.png.280x210.jpg
20190504,浦东,川沙,海霞佳苑 2室1厅 220万,220万,海霞佳苑  | 2室1厅 | 83.31平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20171028/0133e924-932c-4236-8e14-cd5c7194d8c2.jpg.280x210.jpg
20190504,浦东,川沙,大四房+2009商品房+南北通透+满五年唯一+小区好位置,720万,鼎鑫名流世家  | 4室2厅 | 157.76平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/b953ec5f-4edf-4989-b015-e2fb33dc677c.png.280x210.jpg
20190504,浦东,川沙,新德佳苑2008年一手动迁 房配套成熟南北通透大三房,445万,新德佳苑  | 3室2厅 | 117.85平米 | 南 北 | 毛坯 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/cdc24fcd-da1a-4327-b6b2-729071b0e543.png.280x210.jpg
20190504,浦东,川沙,心圆东苑 川沙次新房 业主诚意出售 价格可谈,320万,心圆东苑  | 2室2厅 | 74.01平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/3ec7025b-db09-45f9-8ee5-dbb29d0d5cbc.png.280x210.jpg
20190504,浦东,川沙,地铁口百联旁大三房带阁楼，自住精装修，满五唯一,600万,翔川家园  | 3室2厅 | 120.66平米 | 南 | 精装 | 无电梯,
20190504,浦东,川沙,鼎鑫名流世家 3室2厅 620万,620万,鼎鑫名流世家  | 3室2厅 | 138.56平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/f0ccf613-de00-4341-8546-df3e673f2836.png.280x210.jpg
20190504,浦东,川沙,此房为商品房，房子满五唯一，税费少，看房方便,185万,航城园  | 2室1厅 | 72.94平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/b5a0fce5-61e6-4fbf-b449-70933b803fb5.png.280x210.jpg
20190504,浦东,川沙,绿海家园 交通方便 位置好 安静舒适,240万,绿海家园  | 2室1厅 | 64.96平米 | 南 | 简装 | 无电梯,
20190504,浦东,川沙,界龙花苑 完善的配套设施  采光好 房东诚意出售,345万,界龙花苑  | 3室2厅 | 107.48平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/c9e3cb0d-411b-4e06-b4ea-7707411fb063.png.280x210.jpg
20190504,浦东,川沙,联排大别墅 近地铁 单价低。近张江金科路小区环境好,970万,华夏金桂苑(别墅)   | 联排别墅 | 7室2厅 | 258平米 | 南 | 简装 | 无电梯,
20190504,浦东,川沙,龙馨公寓 2室2厅 268万,268万,龙馨公寓  | 2室2厅 | 86.4平米 | 南 | 其他 | 有电梯,
20190504,浦东,川沙,玉兰苑，复式电梯3房，近地铁有装修，诚心出售,550万,玉兰苑(川沙)  | 3室2厅 | 147.79平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/0e660757-585f-439b-a607-af704b06948c.png.280x210.jpg
20190504,浦东,川沙,晨阳小区 2室1厅 200万,200万,晨阳小区  | 2室1厅 | 74.13平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/935b534e-5449-411d-a46c-575a8eeadadb.png.280x210.jpg
20190504,浦东,川沙,妙境二村 2室2厅 305万,305万,妙境二村  | 2室2厅 | 85.83平米 | 南 | 毛坯 | 无电梯,
20190504,浦东,川沙,绿都绣云里两房出售，高楼层，采光好,335万,绿都绣云里  | 2室1厅 | 69.96平米 | 南 | 精装,
20190504,浦东,川沙,同济东时区 2室1厅 260万,260万,同济东时区  | 2室1厅 | 76平米 | 南 | 其他,
20190504,浦东,川沙,地铁三房两卫 两房朝南 南北通风 楼层好,390万,云川商汇苑  | 3室2厅 | 121.99平米 | 南 | 简装 | 无电梯,
20190504,浦东,川沙,珠光苑 3室2厅 468万,468万,珠光苑  | 3室2厅 | 136.64平米 | 南 | 简装 | 无电梯,
20190504,浦东,川沙,龙馨华庭 2室2厅 230万,230万,龙馨华庭  | 2室2厅 | 84.59平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/dbb61491-5fe5-415a-a410-b61e8ebc44dc.png.280x210.jpg
20190504,浦东,川沙,沙田公寓 正宗复试 三房两厅两卫 单价低 业主诚心出售房主自荐,350万,沙田公寓  | 3室2厅 | 117平米 | 南 | 精装 | 无电梯,
20190504,浦东,川沙,地铁两房 双南户型 楼层好 房东诚意出售,270万,桃园新村(川沙)  | 2室1厅 | 72.5平米 | 南 | 简装 | 无电梯,
20190504,浦东,川沙,三房适合居住小区中间位置楼层好采光好教育好诚心出售,326万,银凤小区  | 3室1厅 | 107.11平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/f87fcf28-a0e3-4c05-acf5-8052998701c9.png.280x210.jpg
20190504,浦东,川沙,绿地云悦坊 4房间1卫 210万,210万,绿地云悦坊  | 2室2厅 | 60平米 | 南 | 精装 | 有电梯,
20190504,浦东,川沙,舜川公寓 一手动迁 房龄新 电梯房,292万,舜川公寓  | 2室1厅 | 85.93平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/85daa8d1-5c62-47f6-9d20-499b90f21c2c.png.280x210.jpg
20190504,浦东,川沙,永达两房，中间楼层，婚房装修，业主变现诚售,535万,永达城市公寓  | 2室2厅 | 97平米 | 南 | 精装 | 有电梯,
20190504,浦东,川沙,绿地云悦坊 4房间1卫 200万,200万,绿地云悦坊  | 2室2厅 | 51平米 | 暂无数据 | 简装 | 有电梯,
20190504,浦东,川沙,界龙新世纪公寓  顶楼带阁楼  阁楼好改房间 很大,600万,界龙新世纪公寓  | 3室2厅 | 156.24平米 | 南 | 简装 | 无电梯,
20190504,浦东,川沙,此房满五唯一少税，楼层好.位置好,拎包入住,1280万,贝越水岸名邸  | 5室3厅 | 203.19平米 | 南 | 精装 | 无电梯,
20190504,浦东,川沙,小区央座+精装修+大户型+09年次新房,790万,鼎鑫名流世家  | 4室2厅 | 157.78平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/5b035df4-c6d3-4dcf-ae50-533c51af7012.png.280x210.jpg
20190504,浦东,川沙,川沙地铁站，贝越水云涧，次新房，适合居住型住宅！！,425万,贝越水岸名邸  | 2室1厅 | 84.96平米 | 南 | 简装 | 有电梯,
20190504,浦东,川沙,此房满五年 税费少 看房方便 采光好 中间楼层 ！,600万,翔川家园  | 3室2厅 | 120平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/c5c72df0-c390-4389-a661-4a0d47e8bfef.png.280x210.jpg
20190504,浦东,川沙,万家新天地商都 4房间2卫 260万,260万,万家新天地商都  | 2室2厅 | 72.02平米 | 暂无数据 | 精装 | 无电梯,
20190504,浦东,川沙,妙城公寓 3室2厅 600万,600万,妙城公寓  | 3室2厅 | 127.68平米 | 南 | 精装 | 无电梯,
20190504,浦东,川沙,此房是小区5楼复式，使用面积大。,650万,妙境公寓  | 3室2厅 | 208平米 | 南 | 简装 | 无电梯,
20190504,浦东,川沙,新德路365弄小区 2室1厅 298万,298万,新德路365弄小区  | 2室1厅 | 78.36平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/c43fcab5-0e2c-4f2a-8139-5dd77d58d577.png.280x210.jpg
20190504,浦东,川沙,毛坯房租客户住大户型真实价格 带阁楼看房提前约,463万,鸿基公寓  | 4室2厅 | 173.43平米 | 南 | 毛坯 | 无电梯,
20190504,浦东,川沙,临丰小区 2室2厅 245万,245万,临丰小区  | 2室2厅 | 64.93平米 | 南 | 简装 | 无电梯,
20190504,浦东,川沙,东都小区 1室1厅 190万,190万,东都小区  | 1室1厅 | 48.93平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/d9a20451-130f-4823-b90f-2473de5300c1.png.280x210.jpg
