20190504,浦东,陆家嘴,电梯房高区全南全明户型，一手售后公房，满五年唯一,568万,东园一村  | 2室1厅 | 69平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/prod-aa0019ca-33fc-4826-b4ac-be096a43474c.jpg.296x216.jpg
20190504,浦东,陆家嘴,世茂滨江花园 3室2厅 2525万,2525万,世茂滨江花园  | 3室2厅 | 260平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/b3d0e052-c727-40e8-a36b-9919feaaf2b3.jpg.296x216.jpg
20190504,浦东,陆家嘴,久阳诚意卖的一套！70年住宅产权，环境好采光好,460万,久阳滨江公寓  | 1室1厅 | 69.45平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/1f14f25d-cfe0-4cd2-9b00-0ef877847ef9.png.280x210.jpg
20190504,浦东,陆家嘴,久阳滨江公寓 1室1厅 510万,510万,久阳滨江公寓  | 1室1厅 | 70.48平米 | 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,张杨路370弄 1室1厅 265万,265万,张杨路370弄  | 1室1厅 | 30.43平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/581d3149-4aba-415f-b131-1b30b57c7325.png.280x210.jpg
20190504,浦东,陆家嘴,上海名片 财富人生 看江看3大建筑 轻奢典雅 怦然心动,1950万,财富海景花园  | 2室2厅 | 166平米 | 北 | 精装 | 有电梯,
20190504,浦东,陆家嘴,总价低、环境好、精装修南北两房，楼栋清爽无杂物,410万,东园一村  | 2室1厅 | 47.27平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/448d2ef1-c8c3-4d16-ba07-9e1d1bbc8d67.png.280x210.jpg
20190504,浦东,陆家嘴,天科苑 5室2厅 1450万,1450万,天科苑  | 5室2厅 | 277.33平米 | 南 | 简装 | 有电梯,
20190504,浦东,陆家嘴,汇豪天下 小区中间朝南看花园大两房，平视花园,1180万,汇豪天下  | 2室2厅 | 111.19平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/a15f6b97-cf21-4665-b74d-95510f7329c8.png.280x210.jpg
20190504,浦东,陆家嘴,看江景，二次装修，诚意出售，可看房。,5200万,财富海景花园  | 3室2厅 | 352平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20141117/f8b2f617-5457-4e78-98a6-8ac60b0025af.jpg.280x210.jpg
20190504,浦东,陆家嘴,中粮海景壹号 5室2厅 7000万,7000万,中粮海景壹号  | 5室2厅 | 389.77平米 | 西南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,招远小区 1室1厅 320万,320万,招远小区  | 1室1厅 | 40.52平米 | 南 | 精装 | 无电梯,
20190504,浦东,陆家嘴,东明新村 2室0厅 305万,305万,东明新村  | 2室0厅 | 47.48平米 | 南 | 简装 | 无电梯,
20190504,浦东,陆家嘴,菊园诚意出售两房，二次装修保养好，带地暖,940万,菊园  | 2室2厅 | 103.14平米 | 东南 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,边套南北，全明户型，一室一厅，小区中间位置,265万,乳山三村  | 1室1厅 | 39.91平米 | 南 | 简装 | 无电梯,
20190504,浦东,陆家嘴,汇豪天下 3室2厅 1280万,1280万,汇豪天下  | 3室2厅 | 140平米 | 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,世茂滨江花园 2室2厅 1300万,1300万,世茂滨江花园  | 2室2厅 | 135.71平米 | 东北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/23a5d184-00c9-42fc-8f57-71d6a7523884.png.280x210.jpg
20190504,浦东,陆家嘴,陆家嘴 黄浦江双绝地段 单价低 可做四房 好出租 诚售,900万,荣成大厦  | 3室2厅 | 140.7平米 | 南 西 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/6d897fe9-c108-4fa6-9758-dc0e61ca3a74.png.280x210.jpg
20190504,浦东,陆家嘴,保利One56 4房间3卫 3500万,3500万,保利One56  | 2室2厅 | 257平米 | 西北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/af25599a-0b6c-4885-99aa-3d9c8b80a201.png.280x210.jpg
20190504,浦东,陆家嘴,陆家嘴一线江景房，否限购，通天然气，落地窗采光好,4800万,保利One56  | 3室2厅 | 329.42平米 | 西南 西北 | 精装 | 有电梯,
20190504,浦东,陆家嘴,临江一线整层623平免资质发售丨陆家嘴江景榜前,7000万,保利One56  | 3室2厅 | 366.03平米 | 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,临江一线整层623平免资质发售丨陆家嘴江景榜前,4000万,保利One56  | 2室2厅 | 257.5平米 | 西北 | 精装 | 有电梯,
20190504,浦东,陆家嘴,此房满五唯一，楼层好视野宽阔，配套设施齐,1350万,世茂滨江花园  | 2室2厅 | 135.71平米 | 西北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/23a5d184-00c9-42fc-8f57-71d6a7523884.png.280x210.jpg
20190504,浦东,陆家嘴,东昌大楼 2室1厅 400万,400万,东昌大楼  | 2室1厅 | 58.8平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/e5f5703a-3946-423b-aeb9-32b9794eb6bb.png.280x210.jpg
20190504,浦东,陆家嘴,2/9号线临边 设施齐全 环金融城 步行500米,400万,东昌新村  | 2室0厅 | 46.95平米 | 南 | 简装 | 无电梯,
20190504,浦东,陆家嘴,东明广场 5房间2卫 830万,830万,东明广场  | 3室2厅 | 145.41平米 | 南 北 | 其他 | 有电梯,https://image1.ljcdn.com/x-se/hdic-resblock/dce19889-54ea-44ce-a6bd-3489de3a017b.jpg.296x216.jpg
20190504,浦东,陆家嘴,东明广场 5房间1卫 1000万,1000万,东明广场  | 4室1厅 | 159.12平米 | 南 | 其他 | 有电梯,https://image1.ljcdn.com/x-se/hdic-resblock/dce19889-54ea-44ce-a6bd-3489de3a017b.jpg.296x216.jpg
20190504,浦东,陆家嘴,双主卧套房 双车位 南北通 边套三面采光 三房朝南,2200万,仁恒滨江园  | 4室2厅 | 232.68平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20141117/47a53153-e4c2-4e22-9fb7-b31396a1b02c.jpg.280x210.jpg
20190504,浦东,陆家嘴,保利One56 5房间4卫 6500万,6500万,保利One56  | 3室2厅 | 366平米 | 西南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,保利One56 5房间3卫 6000万,6000万,保利One56  | 3室2厅 | 366.03平米 | 西南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,保利One56 3房间3卫 4500万,4500万,保利One56  | 2室1厅 | 282平米 | 西北 | 精装 | 有电梯,
20190504,浦东,陆家嘴,东明广场 3室1厅 700万,700万,东明广场  | 3室1厅 | 145.41平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/e3964649-befa-4524-9e13-1d91d26dccc1.png.280x210.jpg
20190504,浦东,陆家嘴,5000万买凯旋门装修花350万的高区四房，值得拥有！,5000万,滨江凯旋门  | 4室2厅 | 280.96平米 | 东南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,高区次顶楼，户型方正，江景夜景尽收眼底。整层出售,3200万,盛大金磐  | 3室2厅 | 264.42平米 | 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,菊园 1室2厅 658万,658万,菊园  | 1室2厅 | 67.9平米 | 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,次顶楼整层诚售，有江景夜景，圆弧厅，联系本人有视频,3500万,盛大金磐  | 3室2厅 | 301.96平米 | 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,众盛公寓 3室2厅 620万,620万,众盛公寓  | 3室2厅 | 99.27平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/aea724f8-62e4-48b9-b9fa-f89c7e724b37.png.280x210.jpg
20190504,浦东,陆家嘴,东明广场 3室2厅 820万,820万,东明广场  | 3室2厅 | 159.12平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/6183f669-97d8-4c13-8d2f-744554340ece.png.280x210.jpg
20190504,浦东,陆家嘴,东明广场 3室2厅 820万,820万,东明广场  | 3室2厅 | 159.12平米 | 南 | 毛坯 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/e3ebe7d2-dfbb-460b-824a-eeb89079651e.png.280x210.jpg
20190504,浦东,陆家嘴,世茂滨江花园 3室2厅 2300万,2300万,世茂滨江花园  | 3室2厅 | 252.24平米 | 西 | 精装 | 有电梯,
20190504,浦东,陆家嘴,满五唯一免个税，仁恒三期朝南正对小区花园安静，,2700万,仁恒滨江园  | 4室2厅 | 257.68平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20141117/7a635168-f276-4c3c-a78a-8e9ed234d1d1.jpg.280x210.jpg
20190504,浦东,陆家嘴,一线江景房，四个套房设计，诚意出售,5200万,滨江凯旋门  | 4室2厅 | 285.75平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20141210/be9ce4dd-1979-479e-b9ed-bdcfcb292580.jpg.280x210.jpg
20190504,浦东,陆家嘴,财富高区小三房，16年重新装修，屋况好，低 总价,2600万,财富海景花园  | 3室2厅 | 200.18平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20141117/1b941f62-e837-433e-9d75-5ff6388228ea.jpg.280x210.jpg
20190504,浦东,陆家嘴,陆家嘴南北双阳台，一梯一户，看房随时，价可谈！,1120万,滨江兰庭  | 2室2厅 | 138.93平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/f0627dcf-9a05-4ba5-8753-ffd43f194284.png.280x210.jpg
20190504,浦东,陆家嘴,财富海景花园 3室2厅 4830万,4830万,财富海景花园  | 3室2厅 | 340平米 | 西北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20141120/170cc41c-002a-4d48-b3f3-d57e93a5a569.jpg.280x210.jpg
20190504,浦东,陆家嘴,江临后排顶楼大平层带露台，露台200平，实用性强,2300万,江临天下  | 4室2厅 | 245.62平米 | 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,天科苑 2室2厅 880万,880万,天科苑  | 2室2厅 | 104.41平米 | 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,崂山二村 1室1厅 230万,230万,崂山二村  | 1室1厅 | 32.41平米 | 南 | 简装 | 无电梯,
20190504,浦东,陆家嘴,非顶底楼 南北两房 86年房龄 地段好 近 地铁 好看房,390万,乳山四村  | 2室1厅 | 55.88平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160220/673c48c8-e220-4cf2-9574-78c69613f3cc.jpg.296x216.jpg
20190504,浦东,陆家嘴,南泉北路49号 2室1厅 480万,480万,南泉北路49号  | 2室1厅 | 55.65平米 | 南 | 简装,
20190504,浦东,陆家嘴,陆家嘴地段，双楠户型，业主诚意出售,380万,崂山二村  | 2室1厅 | 56.08平米 | 暂无数据 | 其他 | 无电梯,
20190504,浦东,陆家嘴,崂山二村 2室1厅 420万,420万,崂山二村  | 2室1厅 | 56.08平米 | 暂无数据 | 精装 | 无电梯,
20190504,浦东,陆家嘴,满五年唯一 看房提前预约 一楼不带花园,750万,百富达公寓  | 2室2厅 | 112.86平米 | 暂无数据 | 简装 | 有电梯,
20190504,浦东,陆家嘴,乳山一村 2室0厅 385万,385万,乳山一村  | 2室0厅 | 41.71平米 | 暂无数据 | 其他 | 无电梯,
20190504,浦东,陆家嘴,崂山二村 1室1厅 275万,275万,崂山二村  | 1室1厅 | 39.65平米 | 南 | 简装 | 无电梯,
20190504,浦东,陆家嘴,八佰伴商圈步行可达   业主诚意出售,280万,东南新村(浦东)  | 1室1厅 | 30.05平米 | 南 | 简装 | 无电梯,
20190504,浦东,陆家嘴,陆家嘴地段，单价6万稀有在售，随时可看,930万,紫光大厦  | 3室2厅 | 157.04平米 | 北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/e167dbcf-af9e-4708-ba6e-e65fa4901711.png.280x210.jpg
20190504,浦东,陆家嘴,荣成大厦 2室2厅 800万,800万,荣成大厦  | 2室2厅 | 113.51平米 | 东 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/61c5471b-37cf-47a1-b6e6-c0bda57e0f4c.png.280x210.jpg
20190504,浦东,陆家嘴,陆家嘴户型正气，南北通透，小区马上要改造！！,1550万,滨江兰庭  | 3室2厅 | 163.04平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20141217/25dee6b2-bde8-4aea-b5a3-bf213bc83d4c.jpg.280x210.jpg
20190504,浦东,陆家嘴,陆家嘴复式一房，70年住宅产权单价七万！即将满五唯一,500万,久阳滨江公寓  | 1室1厅 | 69.78平米 | 南 北 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/6dbcc8dc-f118-4ffa-b304-c0f8028e1d2c.png.280x210.jpg
20190504,浦东,陆家嘴,楼层高区，满五唯一，欢迎您的咨询，谢谢！,1250万,汇豪天下  | 3室2厅 | 131.05平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/dd17387f-940e-4229-accc-f5006265d907.png.280x210.jpg
20190504,浦东,陆家嘴,浦城小区 1室1厅 330万,330万,浦城小区  | 1室1厅 | 41.22平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/4a697d42-5950-42fc-a040-ddbbafa6254b.png.280x210.jpg
20190504,浦东,陆家嘴,崂山四村 1室0厅 210万,210万,崂山四村  | 1室0厅 | 28.89平米 | 北 | 其他 | 无电梯,
20190504,浦东,陆家嘴,浦东南路1780弄 2室1厅 415万,415万,浦东南路1780弄  | 2室1厅 | 63.69平米 | 南 | 简装 | 无电梯,
20190504,浦东,陆家嘴,崂山四村 1室0厅 240万,240万,崂山四村  | 1室0厅 | 34.26平米 | 北 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/273cbba2-df4c-44be-8229-e482ac242ade.png.280x210.jpg
20190504,浦东,陆家嘴,荣成小区 1室0厅 285万,285万,荣成小区  | 1室0厅 | 29.95平米 | 南 | 其他 | 无电梯,
20190504,浦东,陆家嘴,陆家嘴方正3卧室朝南 2卧室带阳台 楼层佳 赏江景,1780万,滨江兰庭  | 3室2厅 | 191.31平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20141217/83fd953f-c58b-46fa-adce-54a776a6a566.jpg.280x210.jpg
20190504,浦东,陆家嘴,汤臣商务中心 1室1厅 286万,286万,汤臣商务中心  | 1室1厅 | 45.98平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/969f3e7e-2e54-4010-b7a5-e727a4a0891d.png.280x210.jpg
20190504,浦东,陆家嘴,陆家嘴罕见小高层  户型正气税费低,580万,百富达公寓  | 2室1厅 | 89.18平米 | 南 | 精装 | 无电梯,
20190504,浦东,陆家嘴,东明新村 1室0厅 260万,260万,东明新村  | 1室0厅 | 33平米 | 南 | 简装 | 无电梯,
20190504,浦东,陆家嘴,世茂好房型，正对天鹅湖，朝西看江，朝南采光，厨房大,1600万,世茂滨江花园  | 2室2厅 | 130.24平米 | 西 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/01c75798-ed47-4fd5-ae89-dfb225e17abe.png.280x210.jpg
20190504,浦东,陆家嘴,崂山新村 2室1厅 315万,315万,崂山新村  | 2室1厅 | 46.37平米 | 南 | 其他 | 无电梯,
20190504,浦东,陆家嘴,08年次新房，刷卡入户，买进价格高，税费少，业主诚售,500万,久阳滨江公寓  | 1室1厅 | 69.45平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/1f14f25d-cfe0-4cd2-9b00-0ef877847ef9.png.280x210.jpg
20190504,浦东,陆家嘴,盛大金磐低区精装大三房带270度大圆弧厅,2580万,盛大金磐  | 3室2厅 | 302平米 | 东南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20141113/6f7cb682-5bec-4247-b529-3b089d6a6715.jpg.280x210.jpg
20190504,浦东,陆家嘴,乳山三村 1室1厅 260万,260万,乳山三村  | 1室1厅 | 39平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/afe75bc4-aca4-407a-a84e-1b9d4383b0d2.png.280x210.jpg
20190504,浦东,陆家嘴,房东急售，客厅朝北，两房朝东，高区大两房,1600万,世茂滨江花园  | 2室2厅 | 166.76平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/50d2143b-18de-4fc7-9040-9add429e4b46.png.280x210.jpg
20190504,浦东,陆家嘴,招远小区 1室1厅 350万,350万,招远小区  | 1室1厅 | 45.42平米 | 南 | 简装 | 无电梯,
20190504,浦东,陆家嘴,世茂滨江花园 4室2厅 3000万,3000万,世茂滨江花园  | 4室2厅 | 283.54平米 | 西 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20141208/83f9c702-5326-47a1-ac29-fb361dad2855.jpg.280x210.jpg
20190504,浦东,陆家嘴,崂山二村 1室0厅 210万,210万,崂山二村  | 1室0厅 | 30.24平米 | 南 | 其他 | 无电梯,
20190504,浦东,陆家嘴,满五年唯一，正对天鹅湖，带阳台，方正三房，刷卡到户,2100万,世茂滨江花园  | 3室2厅 | 244平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/9a705fe5-029a-4f9d-95b7-45008cd3bd9d.png.280x210.jpg
20190504,浦东,陆家嘴,独门独户，精装修朝南一房，业主置换诚意出售,215万,崂山四村  | 1室0厅 | 33.7平米 | 南 | 精装 | 无电梯,
20190504,浦东,陆家嘴,小户型低总价公房，独立厨卫，看房方便,250万,崂山四村  | 1室0厅 | 35.5平米 | 北 | 简装 | 无电梯,
20190504,浦东,陆家嘴,业主处理资产诚意卖，通透大四房，5大飘窗采光好,1260万,天科苑  | 4室2厅 | 181.11平米 | 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,01户型丨南北视角高层看满江丨诚意卖房，小区房源推荐,3800万,财富海景花园  | 3室2厅 | 337平米 | 东 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20141117/fb06468e-3276-486a-9e34-00a3d2902e45.jpg.280x210.jpg
20190504,浦东,陆家嘴,周转资金 低于市价10%出售  朝南看江景 总价低,2000万,世茂滨江花园  | 3室2厅 | 208.36平米 | 西 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/8a27b078-1de6-42c6-a52c-0b01b6cabda2.png.280x210.jpg
20190504,浦东,陆家嘴,高品质小区，环境好，得房率高，小高层，诚意出售。,1558万,仁恒滨江园  | 3室2厅 | 140平米 | 东南 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/47e0011e-736c-4fe4-9fb2-af7692e9f234.png.280x210.jpg
20190504,浦东,陆家嘴,上港小区 1室1厅 295万,295万,上港小区  | 1室1厅 | 38.31平米 | 南 | 其他 | 无电梯,
20190504,浦东,陆家嘴,总价很低的A户型，价格还有一些空间,2530万,世茂滨江花园  | 4室2厅 | 303平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20141208/51094517-08d6-4bd8-8d46-675969c243f3.jpg.280x210.jpg
20190504,浦东,陆家嘴,上港小区 1室1厅 320万,320万,上港小区  | 1室1厅 | 44.86平米 | 南 | 其他 | 无电梯,
20190504,浦东,陆家嘴,滨江凯旋门 2室2厅 1850万,1850万,滨江凯旋门  | 2室2厅 | 135.6平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/0362dc9e-66d5-4d34-afec-e37ea1bb10c3.png.280x210.jpg
20190504,浦东,陆家嘴,世茂滨江花园 3室2厅 3300万,3300万,世茂滨江花园  | 3室2厅 | 335.64平米 | 西南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/1b19d2a0-2e44-48ea-a2fa-8d82993b0ef3.png.280x210.jpg
20190504,浦东,陆家嘴,2楼，朝南户型，200米到地铁站，低总价入驻陆家嘴,260万,兰园小区  | 1室1厅 | 36.58平米 | 南 | 简装 | 无电梯,
20190504,浦东,陆家嘴,东昌新村 2室1厅 430万,430万,东昌新村  | 2室1厅 | 44.24平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/0a5ed080-7b50-4eb1-93e4-8d4c4cbdb8ec.png.280x210.jpg
20190504,浦东,陆家嘴,招远小区 1室1厅 400万,400万,招远小区  | 1室1厅 | 35.07平米 | 南 | 其他 | 无电梯,
20190504,浦东,陆家嘴,菊园 2室2厅 860万,860万,菊园  | 2室2厅 | 102平米 | 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,浦东大道140弄 2室1厅 450万,450万,浦东大道140弄  | 2室1厅 | 58.39平米 | 南 | 其他 | 无电梯,
20190504,浦东,陆家嘴,陆家嘴三房，诚意出售，满五年，税费少，看房方便,500万,东南新村(浦东)  | 3室1厅 | 63平米 | 南 | 简装 | 无电梯,
20190504,浦东,陆家嘴,浦城小区 2室1厅 610万,610万,浦城小区  | 2室1厅 | 74.05平米 | 南 | 简装 | 无电梯,
20190504,浦东,陆家嘴,久阳滨江公寓 1室1厅 530万,530万,久阳滨江公寓  | 1室1厅 | 70.44平米 | 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,户型方正 正对游泳池  绿荫围绕，天然氧吧,3000万,仁恒滨江园  | 4室2厅 | 241.7平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/a01afebc-9353-43ea-9652-4fe438cacb20.png.280x210.jpg
20190504,浦东,陆家嘴,户型方正，总裁户型三面采光；景观看天鹅湖和江景,3800万,世茂滨江花园  | 4室2厅 | 306.17平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20141208/51094517-08d6-4bd8-8d46-675969c243f3.jpg.280x210.jpg
20190504,浦东,陆家嘴,菊园 3室2厅 1200万,1200万,菊园  | 3室2厅 | 132.2平米 | 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,崂山五村 2室1厅 330万,330万,崂山五村  | 2室1厅 | 49.42平米 | 南 | 简装 | 无电梯,
20190504,浦东,陆家嘴,陈家宅小区(潍坊西路) 2室1厅 630万,630万,陈家宅小区(潍坊西路)  | 2室1厅 | 81.72平米 | 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,陈家宅小区(潍坊西路) 2室1厅 522万,522万,陈家宅小区(潍坊西路)  | 2室1厅 | 67.82平米 | 南 | 精装 | 有电梯,
20190504,浦东,陆家嘴,江临天下全南三房，后排看小区花园，居住舒适,1200万,江临天下  | 3室2厅 | 138.93平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/690855f8-50cb-4992-b79c-6fda927a5a0b.png.280x210.jpg
