20190504,浦东,金杨,6号线距离200米双南全明通透户型+精装修税费低随时看,318万,金杨新村三街坊  | 2室1厅 | 60.75平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/0ba53f21-b7ee-46a2-b12f-fcfce2e45db0.jpg.296x216.jpg
20190504,浦东,金杨,新世纪名苑 3室2厅 1258万,1258万,新世纪名苑  | 3室2厅 | 145.6平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20161011/bd1e1792-32d7-4a5b-b857-c0db82dbe263.jpg.296x216.jpg
20190504,浦东,金杨,成熟小区 配套齐全 看房方便 楼层好 位置好 采光好,920万,金台苑  | 5室3厅 | 145.29平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20150825/dbec28b0-9df5-47dd-a3ac-bd6139060582.jpg.296x216.jpg
20190504,浦东,金杨,罗山一村 2室2厅 535万,535万,罗山一村  | 2室2厅 | 84.6平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170330/a12fdc3a-65f9-48f1-824a-6de871136e03.jpg.296x216.jpg
20190504,浦东,金杨,2003年商品房+满五年+电梯房+近地铁,720万,名典苑  | 3室2厅 | 119.82平米 | 南 | 简装,https://image1.ljcdn.com/shfdfs-image/20160324/6f5f3ce8-a032-4d27-b9b8-a69adfbb4d1a.jpg.296x216.jpg
20190504,浦东,金杨,德乐苑 3室3厅 910万,910万,德乐苑  | 3室3厅 | 147.08平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160529/ea66c8b8-23d8-42db-83c3-0495d2892104.jpg.296x216.jpg
20190504,浦东,金杨,此房近小区花园位置，全明位置佳。部队分房，产权清晰,700万,东兴华苑  | 3室2厅 | 106.14平米 | 南 东 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/a2352421-8bd3-48bb-afaf-198a24355785.jpg.296x216.jpg
20190504,浦东,金杨,弘扬雅苑 顶楼复式 阳光房+露台 4房3厅4卫 空中别墅,1290万,弘扬雅苑  | 4室3厅 | 174.24平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/c1909c80-3866-4ba5-9811-c90e92c740ee.jpg.296x216.jpg
20190504,浦东,金杨,金杨五街坊：61.62平、价格能谈、动迁房、南北两房,335万,金杨新村五街坊  | 2室1厅 | 61.62平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170408/24d52cde-661b-499b-bed4-f1a7a05f7068.jpg.296x216.jpg
20190504,浦东,金杨,小区环境优美，03年商品房，看房方便,1000万,蝶恋园  | 4室2厅 | 180.46平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/505e8b65-c4a0-4432-9f85-bc4e167acebf.jpg.296x216.jpg
20190504,浦东,金杨,户型方正，地铁口，中间位置，房改售房，满五唯一,265万,罗山六村  | 1室1厅 | 49.56平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160414/78c0fca2-a77d-4651-94f9-ad7b6479feea.jpg.296x216.jpg
20190504,浦东,金杨,东方知音苑三房两厅两卫，诚心出售,1460万,东方知音苑  | 3室2厅 | 163.41平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/310000-inspection/8f500f08-fe8f-4dd0-8b72-241a715493bb.jpg.296x216.jpg
20190504,浦东,金杨,满五唯一，小区中间位置，天井已搭房间，全明户型,260万,栖山路1861弄  | 1室1厅 | 42.49平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/d3003d7d-1c2b-4217-991c-5e4f9666a6cf.jpg_600x450.jpg.296x216.jpg
20190504,浦东,金杨,地铁口小区+满五唯一无个税+商品房,520万,上泰花苑  | 2室2厅 | 81.84平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170110/7f2db36d-d967-4317-8d84-26713c997226.jpg.296x216.jpg
20190504,浦东,金杨,03年商品房 满五少税随时看房 户型正气 厅大三房朝南房主自荐,530万,香山新村东北街坊  | 3室2厅 | 93.28平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/785588aa-0e54-4eea-9369-a754cea26fd3.jpg.296x216.jpg
20190504,浦东,金杨,9号线6号线，好楼层，小区位置好，进出口,330万,金杨七街坊  | 2室1厅 | 61.46平米 | 东南 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170101/680e52d5-ed61-48e4-b9cc-59fc1cc90edf.jpg.296x216.jpg
20190504,浦东,金杨,三条地铁 楼层佳 总价低小两房 中装 买来直接拎包入住,245万,金杨新村五街坊  | 2室1厅 | 48.73平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/ec7e3ebb-748d-441d-bf8c-9ff954c692bc.png.280x210.jpg
20190504,浦东,金杨,陆家嘴新景园 3室2厅 918万,918万,陆家嘴新景园  | 3室2厅 | 135.3平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/310000-inspection/997973f2-f1aa-4d59-8f9f-a2ba2fd3ea0e.jpg.296x216.jpg
20190504,浦东,金杨,金杨一梯两户非顶楼动迁房满五一无户口近9M台儿庄路站,340万,金台三居  | 2室1厅 | 67.38平米 | 南 北 | 其他 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170912/e90607ca-5b6a-4c26-8d3b-238f6a1eb960.jpg.296x216.jpg
20190504,浦东,金杨,地铁500米，6号线云山路站，随时看房，房东诚心出售,370万,金杨新村三街坊  | 3室1厅 | 72.21平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170117/1cf1de41-00ac-4a18-a808-bd9112f7c567.jpg.296x216.jpg
20190504,浦东,金杨,中间位置，一梯两户，满五年唯一，南北通透，商品房房主自荐,505万,金杨新村十一街坊  | 2室2厅 | 87.38平米 | 南 北 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/prod-f380f74b-a3b1-46a8-8ee0-77481eb7621d.jpg.296x216.jpg
20190504,浦东,金杨,视野开阔无遮挡采光好交通便利，6号14号线，配套齐全,435万,罗山三村  | 3室1厅 | 87.32平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170526/0ee83a0c-28e5-4d66-9f1a-cd518fa41bd4.jpg.296x216.jpg
20190504,浦东,金杨,东方知音苑  三房两厅两卫  采光佳  房型正气 通透,930万,东方知音苑  | 3室2厅 | 113.77平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170406/5a0afdac-3693-4308-b293-2a96fe1b1e49.jpg.296x216.jpg
20190504,浦东,金杨,双南两房，业主置换诚心出售，看房方便，诚心出售房主自荐,380万,香山新村东北街坊  | 2室1厅 | 64.65平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/a2727419-5265-42b9-9f50-31a8dee2d7a3.png.280x210.jpg
20190504,浦东,金杨,金杨公寓 2室1厅 500万新上,500万,金杨公寓  | 2室1厅 | 87.11平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/1f49f749-29b5-4689-b9c9-ab43554bce62.png.280x210.jpg
20190504,浦东,金杨,金杨七街坊 2室1厅 330万,330万,金杨七街坊  | 2室1厅 | 55.25平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/7d3f52d3-63f2-4fd5-ac61-4bd9a2b7a161.jpg.296x216.jpg
20190504,浦东,金杨,《少有1复2，带花园，带两地下产权车位，满五唯一》,1200万,住友名人花园  | 3室2厅 | 162.17平米 | 东南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160706/92458992-28b0-47ab-8584-6a11ea8d0957.jpg.296x216.jpg
20190504,浦东,金杨,罗山五村~正气一房一厅，业主诚意出售,260万,罗山五村  | 1室1厅 | 52.44平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170528/d49b180c-264b-494d-9e72-cb3c9cb24039.jpg.296x216.jpg
20190504,浦东,金杨,栖山家园 2室1厅 800万,800万,栖山家园  | 2室1厅 | 126.5平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20160702/84aea5d3-fd45-49a8-8374-13b714259f4e.jpg.296x216.jpg
20190504,浦东,金杨,满五唯一，税费少，顶楼复式，精装修，业主诚意出售,930万,广洋苑  | 4室2厅 | 142.95平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/ed892312-d918-46bf-be4e-eee8bd7dac35.png.280x210.jpg
20190504,浦东,金杨,诚意出售始信苑低层艺术精简装修两房加大花园,750万,黄山始信苑  | 2室2厅 | 100.83平米 | 南 北 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadb63262ac-4942-4f8f-a6f2-b8e3569ade23.jpg.296x216.jpg
20190504,浦东,金杨,香山新村，全明，经典3房，花园位置，地铁6＋9号线。房主自荐,410万,香山新村西南街坊  | 3室1厅 | 76.59平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/db405a33-b7a4-42d5-a1e5-b1a9acaff236.jpg.296x216.jpg
20190504,浦东,金杨,香山新村东南街坊 2室1厅 425万,425万,香山新村东南街坊  | 2室1厅 | 75.68平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/310000-inspection/0f14730b-2e16-4aae-8d2f-3e4afa1abdc3.jpg.296x216.jpg
20190504,浦东,金杨,此房一梯三户边套 看房随时有钥匙 带有双天井,250万,香山新村东北街坊  | 1室1厅 | 43.57平米 | 南 | 毛坯 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20170910/3faf453b-5d37-4fe5-a7c8-5d8763e8914a.jpg.296x216.jpg
20190504,浦东,金杨,金杨七街坊 1室1厅 240万新上,240万,金杨七街坊  | 1室1厅 | 48.15平米 | 南 | 精装 | 无电梯,
20190504,浦东,金杨,中间楼层，视野开阔，诚心出售。,350万,仙都绿苑  | 1室2厅 | 73.35平米 | 西北 | 精装 | 有电梯,https://image1.ljcdn.com/shfdfs-image/20170722/7f51fb64-87d1-4ff4-9e1d-1b0f956a4063.jpg.296x216.jpg
20190504,浦东,金杨,金杨新村九街坊 2室1厅 300万,300万,金杨新村九街坊  | 2室1厅 | 56.72平米 | 南 | 其他 | 无电梯,
20190504,浦东,金杨,香山新村东北街坊 1室1厅 230万新上,230万,香山新村东北街坊  | 1室1厅 | 43.69平米 | 南 | 简装 | 无电梯,
20190504,浦东,金杨,香山新村东南街坊 3室1厅 500万新上,500万,香山新村东南街坊  | 3室1厅 | 95.68平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/6891e9ad-f017-4838-82b6-07e2d5a96bdb.png.280x210.jpg
20190504,浦东,金杨,南北户型+业主诚意出售+金桥国际商圈+地铁890米,308万,金杨新村九街坊  | 2室1厅 | 58.69平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/310000-inspection/73ee9e22-224c-4bed-bb6c-66ec7b65d322.jpg.296x216.jpg
20190504,浦东,金杨,全明两房《一手动迁满五唯一》户型方正易改动，急售！,320万,罗山四村  | 2室1厅 | 64.09平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/310000-inspection/de2d561c-d985-4bae-af7e-77bbb54ddbb9.jpg.296x216.jpg
20190504,浦东,金杨,电梯顶楼复式房，满五年，带大露台，采光贼好看房联系,1100万,东兴华苑  | 4室2厅 | 207.9平米 | 暂无数据 | 精装 | 有电梯,
20190504,浦东,金杨,新上房源，顶楼复式，精装修，不靠马路，诚意出售,1550万,云山星座苑  | 4室2厅 | 189.84平米 | 南 | 精装 | 有电梯,
20190504,浦东,金杨,点睛苑 5室2厅 1196万新上,1196万,点睛苑  | 5室2厅 | 184.96平米 | 南 北 | 简装 | 无电梯,
20190504,浦东,金杨,香山新村东北街坊 2室1厅 330万新上,330万,香山新村东北街坊  | 2室1厅 | 56.74平米 | 南 | 简装 | 无电梯,
20190504,浦东,金杨,金茂花园 2室2厅 520万新上,520万,金茂花园  | 2室2厅 | 93.98平米 | 西南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/06edf9ad-b7dd-4fdd-ba13-d7b3e3747487.png.280x210.jpg
20190504,浦东,金杨,金杨新村八街坊 2室1厅 390万新上,390万,金杨新村八街坊  | 2室1厅 | 82.06平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/2ab96682-7357-4bf5-a08d-225c2c814796.png.280x210.jpg
20190504,浦东,金杨,金杨新村四街坊 2室1厅 435万新上,435万,金杨新村四街坊  | 2室1厅 | 75.55平米 | 南 | 其他 | 有电梯,
20190504,浦东,金杨,寺前浜 1室1厅 230万新上,230万,寺前浜  | 1室1厅 | 48.21平米 | 南 北 | 其他 | 无电梯,
20190504,浦东,金杨,非顶楼，无增值税，双南全明，厅可改大，阳光充足新上,370万,香山新村西北街坊  | 2室1厅 | 68.2平米 | 南 | 简装 | 无电梯,
20190504,浦东,金杨,南北户型—采光、通风很好。。。,236万,罗山三村  | 1室1厅 | 49.25平米 | 南 | 简装 | 无电梯,
20190504,浦东,金杨,香山新村西南街坊 2室1厅 320万,320万,香山新村西南街坊  | 2室1厅 | 65平米 | 南 | 毛坯 | 无电梯,
20190504,浦东,金杨,陆家嘴新景园 3室2厅 1022万,1022万,陆家嘴新景园  | 3室2厅 | 145.93平米 | 南 | 简装 | 有电梯,
20190504,浦东,金杨,沪东大楼近内环，电梯房，精装修,300万,沪东大楼  | 1室1厅 | 55.11平米 | 南 北 | 精装 | 有电梯,
20190504,浦东,金杨,顶楼复式+单价低+现在出租每月两万,960万,大桥花苑  | 4室4厅 | 211.69平米 | 南 北 | 精装 | 无电梯,
20190504,浦东,金杨,金杨新村九街坊 2室1厅 310万,310万,金杨新村九街坊  | 2室1厅 | 57.35平米 | 南 | 其他 | 无电梯,
20190504,浦东,金杨,金杨新村十一街坊 2室1厅 360万,360万,金杨新村十一街坊  | 2室1厅 | 66.17平米 | 南 | 简装 | 无电梯,
20190504,浦东,金杨,精选好房，金樟花苑双南大两房，业主诚售，楼层佳。房主自荐,482万,金樟花苑  | 2室2厅 | 78.28平米 | 南 | 精装 | 无电梯,
20190504,浦东,金杨,香山新村西南街坊 3室1厅 430万,430万,香山新村西南街坊  | 3室1厅 | 73.53平米 | 南 | 毛坯 | 无电梯,
20190504,浦东,金杨,金桥瑞仕花园   经典3+1户型     开发商统一精装修,1530万,金桥瑞仕花园  | 4室2厅 | 179.21平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/shfdfs-image/20170206/49dd8d4b-69bc-4fc0-833b-11c782b8412b.jpg.280x210.jpg
20190504,浦东,金杨,昕泰苑 4室2厅 1000万,1000万,昕泰苑  | 4室2厅 | 166.38平米 | 南 | 其他 | 无电梯,
20190504,浦东,金杨,寺前浜 2室1厅 250万,250万,寺前浜  | 2室1厅 | 51.59平米 | 南 | 简装 | 无电梯,
20190504,浦东,金杨,新出 直套1房 小区位置佳 近地铁6+9号线 急售,225万,香山新村东北街坊  | 1室1厅 | 46.37平米 | 南 | 简装 | 无电梯,
20190504,浦东,金杨,金杨二街坊 3室1厅 480万,480万,金杨二街坊  | 3室1厅 | 72.5平米 | 南 | 简装 | 无电梯,
20190504,浦东,金杨,满五年，广洋苑二期， 一梯两户 ，精装修,840万,广洋苑  | 2室2厅 | 102.81平米 | 南 北 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/2826322a-0618-4b7c-8dd2-2ef3e60dacbf.png.280x210.jpg
20190504,浦东,金杨,正气一房，户型方正，房东诚意出售！价格可谈！,220万,罗山四村  | 1室1厅 | 47.84平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/3c885550-6d62-4779-bc0e-a1b301ff5984.png.280x210.jpg
20190504,浦东,金杨,业主唯一住房 小区中间位置  钻石3楼 双南全明户型,330万,金杨七街坊  | 2室1厅 | 58.78平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/ffd98344-9fd0-4119-ab48-4c868909c6e2.png.280x210.jpg
20190504,浦东,金杨,满五唯一，精装修，观景楼层，南北通，地铁6号线9号线,360万,金杨新村八街坊  | 2室1厅 | 75.13平米 | 东南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/9f46ba39-6e2a-4626-a9ed-5a5bd29558d6.png.280x210.jpg
20190504,浦东,金杨,一南一北通透格局，楼层好视野宽阔，采光充足。,940万,黄山始信苑  | 3室2厅 | 135.76平米 | 南 | 简装 | 无电梯,
20190504,浦东,金杨,99年商品房、顶楼复式，采光充足 ，生活配套齐全,785万,黄山始信苑  | 3室2厅 | 127.84平米 | 南 | 简装 | 无电梯,
20190504,浦东,金杨,百舸商务酒店公寓 4房间1卫 185万,185万,百舸商务酒店公寓  | 2室2厅 | 64.11平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/206409ff-8b94-47fc-b5a1-0946343ad0db.png.280x210.jpg
20190504,浦东,金杨,香山东南电梯房 两南一北 南北通透 无遮挡 视野开阔,490万,香山新村东南街坊  | 3室1厅 | 95.91平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/6891e9ad-f017-4838-82b6-07e2d5a96bdb.png.280x210.jpg
20190504,浦东,金杨,罗山三村 1室1厅 295万,295万,罗山三村  | 1室1厅 | 48.74平米 | 南 | 简装 | 无电梯,
20190504,浦东,金杨,顶楼复式  靠湖位置  景观楼层,1250万,蝶恋园  | 4室2厅 | 170.35平米 | 南 | 精装 | 无电梯,
20190504,浦东,金杨,两房朝南，一梯两户，中间楼层，诚心出售，小区位置好,370万,香山新村东北街坊  | 2室1厅 | 65.25平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/4a994e36-51e4-4b0d-92e2-50f36774c7df.png.280x210.jpg
20190504,浦东,金杨,罗山三村 2室1厅 410万,410万,罗山三村  | 2室1厅 | 74.15平米 | 东南 | 精装 | 无电梯,
20190504,浦东,金杨,弘扬雅苑 2室2厅 850万,850万,弘扬雅苑  | 2室2厅 | 98.68平米 | 南 | 精装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/77c3ce9b-ea61-4d03-b422-c54893d1031b.png.280x210.jpg
20190504,浦东,金杨,香山新村东北街坊 1室1厅 245万,245万,香山新村东北街坊  | 1室1厅 | 46平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/479195c8-47a5-4a76-8c34-f728179a7bf0.png.280x210.jpg
20190504,浦东,金杨,满五唯一，中间位置，1楼带花园，户型方正，近地铁,531万,罗山八村  | 3室1厅 | 90.92平米 | 南 | 简装 | 无电梯,
20190504,浦东,金杨,上海未来 3室2厅 1150万,1150万,上海未来  | 3室2厅 | 140平米 | 南 | 精装 | 有电梯,
20190504,浦东,金杨,上泰花苑 3室2厅 720万,720万,上泰花苑  | 3室2厅 | 117.41平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/1377468f-6885-47f7-b222-4f0e5466f704.png.280x210.jpg
20190504,浦东,金杨,次顶楼，全明户型，采光通风好，配套齐全，看房方便,305万,罗山六村  | 2室1厅 | 61.86平米 | 南 | 简装 | 无电梯,
20190504,浦东,金杨,商品房小区顶楼复式，小区中间位置，四代同堂住,1000万,金芝苑  | 4室3厅 | 162.44平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/shfdfs-image/20151105/da428376-f6d1-4f49-8d5e-8319e55d1bb5.jpg.296x216.jpg
20190504,浦东,金杨,金台三居 3室2厅 830万,830万,金台三居  | 3室2厅 | 155.84平米 | 南 | 精装 | 无电梯,
20190504,浦东,金杨,9号线蓝天路站旁，中环内少有大一房（公房），房型佳,250万,银山小区  | 1室1厅 | 49.52平米 | 东南 | 其他 | 无电梯,
20190504,浦东,金杨,上泰花苑 2室1厅 490万,490万,上泰花苑  | 2室1厅 | 75.34平米 | 南 | 精装 | 无电梯,
20190504,浦东,金杨,满五年唯一 双南全明户型 自住装修,445万,金樟花苑  | 2室1厅 | 70.39平米 | 南 | 精装 | 无电梯,
20190504,浦东,金杨,一梯两户，大一房，小区央座，中间楼层,410万,仁和花苑  | 1室1厅 | 58.78平米 | 南 | 简装 | 有电梯,
20190504,浦东,金杨,名典苑 3室2厅 850万,850万,名典苑  | 3室2厅 | 123.75平米 | 南 | 精装,
20190504,浦东,金杨,金台苑 3室2厅 1080万,1080万,金台苑  | 3室2厅 | 177平米 | 南 | 其他 | 无电梯,
20190504,浦东,金杨,20楼 江景房  双南 房型正气 急售,650万,金茂花园  | 3室2厅 | 121.64平米 | 东南 | 其他 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/5bab92e2-b8ed-4cf4-9b01-38d0bb908695.png.280x210.jpg
20190504,浦东,金杨,西北街坊：南北两房，单价4.7万，产权清晰，诚意出售,280万,香山新村西北街坊  | 2室1厅 | 58.9平米 | 南 | 简装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/b31c5650-cc0d-408f-8b51-2b77b17fd3ac.png.280x210.jpg
20190504,浦东,金杨,金杨新村四街坊 1室1厅 300万,300万,金杨新村四街坊  | 1室1厅 | 44.39平米 | 南 | 简装 | 有电梯,https://image1.ljcdn.com/x-se/hdic-frame/d97b9137-a496-41be-9f10-32609c86f31f.png.280x210.jpg
20190504,浦东,金杨,满五年 一年精装修 业主诚意诚售,560万,金樟花苑  | 3室1厅 | 91.84平米 | 南 | 其他 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/a7d092f9-9ce7-4a8a-9a4d-3b1585697311.png.280x210.jpg
20190504,浦东,金杨,仙都绿苑 1室2厅 400万,400万,仙都绿苑  | 1室2厅 | 73.08平米 | 南 | 其他 | 有电梯,
20190504,浦东,金杨,陆家嘴新景园 3室2厅 750万,750万,陆家嘴新景园  | 3室2厅 | 113平米 | 南 | 精装 | 无电梯,https://image1.ljcdn.com/x-se/hdic-frame/058ac58a-c4aa-4ba0-b783-b48d1a4fe9e3.png.280x210.jpg
